Job Title,Job Description
Nhân Viên Công Nghệ Sản Xuất (Kỹ Thuật Cơ Khí),"Mô tả công việc
- Thực hiện xây dựng định mức kinh tế kỹ thuật phục vụ bảo giá: kiểm tra chỉ tiêu kỹ thuật trong hợp đồng so với hồ sơ thầu, tài liệu kỹ thuật đã nhận
- Thực hiện tiếp nhận, rà soát hồ sơ kỹ thuật sản xuất nhận từ khách hàng: Quy trình công nghệ, BOM, danh mục công cụ dụng cụ... .
- Thực hiện xây dựng hồ sơ kỹ thuật sản xuất: Quy trình công nghệ, BOM, danh mục công cụ dụng cụ và vật tư tiêu hao, mặt bằng công nghệ.
- Tham gia sản xuất, đánh giá FAI và báo cáo trường nhóm kết quả đánh giá, đề xuất cho sản xuất loạt.
- Thực hiện theo dõi, đánh giá và cảnh báo nguy cơ rủi ro khi sản xuất loạt, thực hiện phân tích nguyên nhân và báo cáo tới trưởng bộ phận phương án xử lý khi phát sinh sự cố bất thường nằm ngoài Quy trình công nghệ.
- Thực hiện hoàn thiện hồ sơ kỹ thuật sau đánh giá FAI: Thực hiện rà soát, hoàn thiện hồ sơ kỹ thuật (Quy trình công nghệ, BOM, công cụ dụng cụ và vật tư tiêu hao...) trước mỗi lò sản xuất mới
Yêu cầu ứng viên
- Bằng cấp: ≥ Đại học chuyên ngành Cơ khí/ Cơ điện tử hoặc các ngành phù hợp
- Trình độ tiếng Anh: Toeic ≥550. Đọc hiểu được về tài liệu kỹ thuật bằng tiếng anh.
- Sử dụng thành thạo 2D Autocad, 3D Solidwork hoặc NX, Catia,... Thiết kế ngược từ 2D sang 3D hoặc từ 3D sang 2D.
- Hiểu biết về Jig, dưỡng gá gia công.
- Ưu tiên ứng viên có hiểu biết về gia công CAD/CAM và kinh nghiệm bóc tách bản vẽ cơ khí, bóc tách công nghệ.
Quyền lợi
- Thu nhập hấp dẫn, xứng đáng với năng lực, thưởng theo hiệu quả công việc.
- Được làm việc trong Tổng Công ty sản xuất hàng đầu Việt nam với quy mô lớn (1.000 người); có bề dày lịch sử và văn hóa truyền thống với 2 lần được Đảng - Nhà nước phong tặng “Anh hùng lực lượng vũ trang nhân dân”.
- Có cơ hội được đào tạo nâng cao nghiệp vụ thường xuyên. Được cung cấp các trang thiết bị hiện đại cần thiết để nâng cao hiệu quả làm việc.
- Được hưởng đầy đủ các chính sách BHXH, BHYT, các phúc lợi khác theo đúng quy định của Luật lao động và các chế độ đãi ngộ của Tổng Công ty.
- Được làm việc trong môi trường năng động, hiệu quả, nhiều hoạt động văn hóa sôi nổi quan tâm đến đời sống tinh thần của nhân viên và nhiều cơ hội để phát triển nghề nghiệp cho bản thân.
Địa điểm làm việc
- Hà Nội: Khu CNC Hòa Lạc, Thạch Thất
Thời gian làm việc
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm Ứng tuyển ngay dưới đây."
IT Project Manager,"Mô tả công việc
Quản lý các dự án CNTT được giao, lập kế hoạch chi tiết và thực hiện triển khai các dự án được giao. Ước tính và phân bổ nguồn lực cần thiết cho dự án;
Đảm bảo rằng các dự án và chương trình đang được tiến hành theo phạm vi, tiến độ, ngân sách và tiêu chuẩn chất lượng;
Báo cáo về kết quả tiêu chí thành công của dự án, số liệu, hoạt động quản lý thử nghiệm và triển khai;
Đề xuất các chiến lược, chính sách và thủ tục bằng cách đánh giá kết quả; xác định vấn đề; đánh giá xu hướng của dự án/chương trình được giao;
Hỗ trợ rà soát, phân tích các dự án đã hoàn thành, bao gồm cả việc điều phối đánh giá sau thực hiện;
Thực hiện các trách nhiệm và nhiệm vụ khác theo chỉ đạo của Giám đốc trực tiếp để đáp ứng các mục tiêu của bộ phận.
Yêu cầu ứng viên
Tốt nghiệp Đại học/Cao đẳng ngành Công nghệ thông tin/ Khoa học Máy tính hoặc chuyên ngành tương đương;
Từ 03 năm kinh nghiệm quản lý dự án công nghệ thông tin;
Hiểu và tích hợp các công cụ, các quy trình quản lý dự án phù hợp;
Khả năng tổ chức, quản lý tốt với các thành viên dự án;
Kỹ năng giao tiếp và đàm phán tốt;
Có kinh nghiệm quản lý dự án trong lĩnh vực Tài chính ngân hàng là một lợi thế.
Quyền lợi
Mức lương: Upto 25 triệu
Thời gian làm việc: T2 – T6;
13 ngày nghỉ phép linh hoạt (bao gồm 01 ngày nghỉ sinh nhật);
Thưởng lễ, tết, cuối năm;
Tham gia đầy đủ bảo hiểm theo quy định của nhà nước;
Môi trường làm việc với những người trẻ đầy nhiệt huyết, sáng tạo và giàu kinh nghiệm;
Địa điểm làm việc
- Hà Nội: 23 ngõ 371 Đê La Thành, phường Ô Chợ Dừa, quận Đống Đa, Hà Nội, Đống Đa
Thời gian làm việc
Thứ 2 - Thứ 6 (từ 09:00 đến 18:30)
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm Ứng tuyển ngay dưới đây."
Nhân Viên Sale Phát Triển Thị Trường,"Mô tả công việc
Phát triển và mở rộng thị trường mới cho sản phẩm hoa tươi, hoa sen đá của công ty.
Giao tiếp và thiết lập mối quan hệ với khách hàng tiềm năng.
Xử lý các tình huống phát sinh trong quá trình kinh doanh.
Thực hiện các kế hoạch kinh doanh và chiến lược marketing.
Nghiên cứu thị trường để xác định cơ hội và xu hướng.
Cung cấp báo cáo định kỳ về hoạt động kinh doanh cho quản lý.
Hỗ trợ bộ phận bán hàng trong quy trình bán hàng.
Yêu cầu ứng viên
Tối thiểu 1 năm kinh nghiệm trong lĩnh vực kinh doanh hoặc phát triển thị trường, ưu tiên sản phẩm hoa và sản phẩm tương tự.
Kỹ năng giao tiếp xuất sắc và khả năng thuyết phục.
Kỹ năng xử lý tình huống và giải quyết vấn đề.
Am hiểu về ngành sản xuất răng sứ là một lợi thế.
Khả năng làm việc độc lập cũng như teamwork.
Sử dụng tốt các công cụ văn phòng (Microsoft Office).
Tinh thần cầu tiến và khả năng học hỏi nhanh.
Quyền lợi
Mức lương: Thỏa thuận
Phụ cấp Cơm Trưa
Môi trường làm việc năng động
Tham gia bảo hiểm và các chế độ phúc lợi đầy đủ theo quy định công ty
Được cung cấp trang thiết bị làm việc
Cơ hội phát triển nghề nghiệp và có lộ trình thăng tiến rõ ràng
Địa điểm làm việc
- Hồ Chí Minh: 118/33A Huỳnh Thiện Lộc, P. Hòa Thạnh, Q. Tân Phú, Tân Phú
Thời gian làm việc
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00)
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm Ứng tuyển ngay dưới đây."
Kỹ Sư Bảo Trì Nhiệt Lạnh,"Mô tả công việc
Bảo hành, bảo trì, sửa chữa các công trình tại khu vực miền Bắc
Hướng dẫn, tư vấn lắp đặt máy, sử dụng máy cho Khách hàng.
Phối hợp cùng trưởng phòng đi khảo sát, thiết kế, bảo trì dự án mới (nếu có)
Lên kế hoạch kiểm tra, bảo dưỡng, sửa chữa, hiệu chỉnh thiết bị cho Khách hàng theo kế hoạch
Đề xuất ý kiến nhằm nâng cao hiệu quả công việc
Báo cáo công việc cho trưởng phòng
Yêu cầu ứng viên
Cao đẳng trở lên chuyên ngành Nhiệt Lạnh.
>2 năm kinh nghiệm sửa chữa, bảo trì, lắp đặt hệ thống HVAC, bảo trì các hãng như Trane, Casper,…
Thành thạo phần mềm: Yêu cầu nắm được Word, excel. Autocad là một lợi thế.
Có kĩ năng quản lý nhóm.
Có tinh thần sáng tạo, cầu thị, ý chí phấn đấu và trách nhiệm cao trong công việc.
Các thể di chuyển xa hoặc đi công tác.
Quyền lợi
Mức lương từ 20.000.000 - 30.000.000 đ
Thưởng theo hiệu quả sản xuất kinh doanh, hiệu quả công việc
Hưởng các chế độ lễ, tết, du lịch trong năm
Được tham gia BHXH, BHYT, BHTN theo quy định
Môi trường làm việc ổn định, chế độ phúc lợi theo quy định của công ty
Được làm việc trong môi trường trẻ, có nhiều cơ hội phát triển và thăng tiến
Địa điểm làm việc
- Hà Nội: Số 145 Ngọc Hồi, Hoàng Liệt, Hoàng Mai, Hoàng Mai
Thời gian làm việc
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00)
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm Ứng tuyển ngay dưới đây."
Brand Marketing,"Mô tả công việc
Nghiên cứu, đánh giá chiến lược và định vị thương hiệu hiện tại của thương hiệu sản phẩm tại thị trường Việt Nam.
Đánh giá đối thủ cạnh tranh, nhận biết các cơ hội và xu hướng.
Lập kế hoạch Brand Marketing cho thương hiệu, phù hợp với chiến lược chung của công ty, bao gồm nhưng không giới hạn trong các hoạt động truyền thông thương hiệu, ra mắt sản phẩm, tài trợ, gia tăng trải nghiệm khách hàng và hỗ trợ thương mại.
Điều phối và kiểm soát việc thực hiện triển khai các hoạt động Marketing đã được phê duyệt, có sự điều chỉnh cho phù hợp với điều kiện từng thời kỳ và thời điểm.
Theo dõi sát sao và lập báo cáo về ngân sách cho chiến lược thương hiệu trong các giai đoạn ngắn hạn như tháng, quý hoặc năm
Phối hợp chặt chẽ cùng các bộ phận liên quan để triển khai theo kế hoạch.
Phối hợp với các phòng ban để xử lý các vấn đề liên quan đến khủng hoảng thương hiệu khi có phát sinh.
Báo cáo kết quả Marketing theo tháng/ theo quý/ chiến dịch.
Đề xuất giải pháp cải tiến, tối ưu hiệu quả của hoạt động Marketing.
Xây dựng chỉ tiêu, giám sát và đánh giá hiệu quả thực hiện hoạt động phát triển thương hiệu.
Thực hiện các công việc khác theo yêu cầu của Ban giám đốc.
Yêu cầu ứng viên
Trình độ học vấn: tốt nghiệp trình độ Cao Đẳng trở lên chuyên ngành Marketing, Truyền thông hoặc các chuyên ngành có liên quan
Kiến thức chuyên môn về quản trị và phát triển thương hiệu.
Có kinh nghiệm định hướng ý tưởng truyền thông, mô hình truyền thông, kế hoạch nội dung.
Có khả năng nhận định và ứng phó rủi ro.
Am hiểu về các nền tảng số và hoạt động quảng cáo, marketing trên nền tảng số.
Có kinh nghiệm thực thi các chiến dịch truyền thông thương hiệu: Ra mắt thương hiệu mới, sản phẩm mới, Khai trương đại lý mới, Truyền thông thương hiệu duy trì.
Có kỹ năng phân tích số liệu và xây dựng kế hoạch.
Kinh nghiệm: 3 năm trở lên ở vị trí tương đương trong việc xây dựng và phát triển thương hiệu, brand building, brand development.
Kỹ năng mềm
Tư duy phân tích và giải quyết vấn đề, nhanh nhạy trong ứng phó, xử lý tình huống và sẵn sàng đón nhận sự thay đổi.
Có khả năng sáng tạo và luôn cải tiến trong công việc cao.
Có khả năng tổ chức triển khai công việc, và đưa ra quyết định tốt.
Có khả năng phát triển và đào tạo nhân viên cấp dưới.
Có kỹ năng thuyết trình, đàm phán, giao tiếp tốt.
Tôn trọng đồng nghiệp và cấp trên.
Có tư duy đúng đắn, khiêm tốn và sẵn sàng học hỏi.
Thích ứng nhay nhạy với môi trường mới do đặc thù công việc thường xuyên di chuyển và khảo sát thị trường.
Kỹ năng khác:
Có tầm nhìn chiến lược.
Nhạy bén với các cơ hội và tiềm năng phát triển.
Có năng lực tư vấn BGĐ trong định hướng & hoạch định chiến lược phát triển.
Quyền lợi
Tổng thu nhập: 10.000.000 -13.000.000
Phụ cấp ăn trưa.
Được hưởng các chế độ phúc lợi khác như phép năm, lương tháng 13, đóng BHXH,...
Tham gia sự kiện của công ty: sinh nhật, teambuilding, du lịch năm,...
Được cung cấp trang thiết bị đầy đủ khi làm việc.
Môi trường làm việc thân thiện và năng động.
Địa điểm làm việc
- Hồ Chí Minh: Gò Vấp
Thời gian làm việc
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30)
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm Ứng tuyển ngay dưới đây."
Nhân Viên Designer,"Mô tả công việc
Vẽ lại Art trên trên Idea có sẵn hoặc tự sáng tạo.
Phối hợp với bộ phận Idea để tạo ra các mẫu Design Art.
Kết hợp cùng các bộ phận khác của công ty.
Yêu cầu ứng viên
<25 tuổi, làm việc full time
Sử dụng thành thạo phần mềm Procreate trên Ipad.
Vẫn nhận sinh viên năm cuối hoặc mới ra trường (ưu tiên các bạn học trường ĐH Mỹ thuật công nghiệp).
Có khả năng cảm nhận về thẩm mỹ tốt (ưu tiên vẽ tay và chuyên ngành trang sức).
Có tư duy tốt, nhanh nhẹn nắm bắt trend, có tinh thần học hỏi.
Có khả năng làm việc nhóm tốt, có tinh thần trách nhiệm.
Quyền lợi
Lương cứng: 10tr
Thử việc tối đa 2 tháng, nhận 80% lương cứng.
Tháng lương thứ 13, BHXH, nghỉ lễ theo quy định Nhà nước.
Môi trường trẻ, năng động, minh bạch, chân thành, hợp tác cùng có lợi.
Hỗ trợ đào tạo nâng cao năng lực.
Du lịch hàng năm.
Địa điểm làm việc
- Hà Nội: CT2 Chung Cư Ban Cơ Yếu 43 Đ. Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội, Thanh Xuân
Thời gian làm việc
Thứ 2 - Thứ 7 (từ 07:30 đến 16:30)
Thời gian làm việc: 7:30 - 16:30, từ Thứ 2 đến Thứ 6 làm 2 thứ 7, nghỉ trưa 1 tiếng từ 12:00 - 13:00.
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm Ứng tuyển ngay dưới đây."
Nhân Viên Thiết Kế,"Mô tả công việc
1. Thiết kế hình ảnh website, landing page, facebook, báo điện tử, trang tin, blog...
2. Thiết kế ấn phẩm, hình ảnh quảng cáo cho các chiến dịch online, offline marketing và các hoạt động truyền thông nội bộ của công ty.
3. Xây dựng, phát triển concept thiết kế bám theo định hướng marketing của công ty.
4. Tham gia quay dựng, chỉnh sửa video clip của công ty.
5. Đảm bảo chất lượng thẩm mỹ, tuân thủ quy chuẩn nhận diện thương hiệu của các tài liệu marketing truyền thông của công ty.
6. Làm việc cùng các đơn vị liên quan trong việc in ấn, sản xuất các ấn phẩm, tư liệu truyền thông.
7. Các công việc khác theo chỉ đạo của cấp trên
Yêu cầu ứng viên
1. Sáng tạo, năng động, nhiệt tình
2. Tốt nghiệp hoặc đang học ngành học phù hợp.
3. Sử dụng thành thạo các phần mềm đồ họa như: Illustrator, Photoshop, InDesign, Premier, After Effect, tool AI canva ...
4. Có ý tưởng sáng tạo, khả năng thẩm mỹ tốt, am hiểu về bố cục, màu sắc trong thiết kế.
5. Phối hợp làm việc nhóm
6. Ham học hỏi, nhiệt tình, năng động, có trách nhiệm
Lưu ý: ứng viên gửi kèm Portfolio các job đã từng thiết kế khi ứng tuyển
Quyền lợi
1. Lương: 9.000.0000đ - 15.000.000đ
2. Thưởng lương tháng 13 , Lễ Tết, Teambuilding, Nghỉ mát...
3. Làm việc trong môi trường năng động.
4. Cung cấp trang thiết bị để phục vụ công việc.
5. Được hưởng các chính sách phúc lợi theo quy định công ty.
6. Được đào tạo, nâng cao nghiệp vụ thường xuyên.
7. Đóng BHXH-BHYT-BNTN Đầy đủ.
Địa điểm làm việc
- Hà Nội: Mandarin Garden 2, 99 Tân Mai, Hoàng Mai, Hà Nội, Hoàng Mai
Thời gian làm việc
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm Ứng tuyển ngay dưới đây."
Operations Manager (Korean Language),"Mô tả công việc
Huấn luyện đội nhóm áp dụng thành thục và nhuần nhuyễn triết lý Agile và các Agile Framework qua đó giúp hoàn thành các mục tiêu của Công ty
Tham gia vào quá trình Business Agility: tổ chức các Workshop, xây dựng các khóa đào tạo về Agile...
Giúp Scrum team members hiểu rõ, tôn trọng và thực hành các giá trị Scrum: Tôn trọng, Cởi mở, Can đảm, Tập trung, Cam kết
Đánh giá sự trưởng thành của đội ngũ: Cycle time, lead time, Velocity, thực hành sự kiện của Agile, Scrum
Đo lường năng suất/Velocity các team khi áp dụng Agile
Kết nối giữa các team liên quan để điều phối/giải quyết vấn đề, tạo điều kiện để team hoàn thành Sprint
Tổ chức và theo dõi Program Increment Planning cho các team
Yêu cầu ứng viên
Có kinh nghiệm triển khai áp dụng Scrum tối thiểu 5 năm
Có chứng chỉ Scrum Master (PSM, CSM)
Thái độ: sự nhiệt tình, cẩn trọng và trách nhiệm với công việc
Giao tiếp: trình bày và thuyết phục tốt dựa trên bằng chứng
Sử dụng thành thạo Jira, Confluence
Có kinh nghiệm về các kỹ thuật estimate theo Story Point, theo giờ
Các chỉ số của Agile team: Velocity, Effort hours, burndown chart
Kỹ năng của 1 Scrum Master: Facilitate, training, coaching, remove impediment...
Kỹ thuật build team, xây dựng working agreement, DoD....
Lập kế hoạch, quản trị rủi ro, giải quyết vấn đề
Quyền lợi
Trợ cấp ăn trưa bằng coupon (giá trị 40k/ngày) qua ví điện tử của công ty tại canteen Funtime, Vé gửi xe free
Thưởng Wow Award, Supper Funner hàng tháng/quý (giải thưởng cho cá nhân/team xuất sắc)
Thưởng cuối năm, thưởng quý (theo tình hình kinh doanh của công ty và kết quả công việc)
Chế độ khác: BHXH, BHYT, BHTN theo luật lao động. Bảo hiểm sức khỏe (cấp Lead trở lên, hỗ trợ mua kèm người nhà)
Du lịch khám phá các vùng đất mới, Teambuilding gắn kết đội ngũ 2 lần/năm cùng toàn thể CBNV công ty
Khám sức khỏe định kỳ, Đào tạo và các chương trình văn hóa nội bộ v.v... do công ty tổ chức
Nghỉ phép 12 ngày/năm
Thời gian làm việc: Thứ 2 - thứ 6 (9h - 18h00)
Ngoài ra công ty còn có các CLB chăm lo sức khỏe thể chất tinh thần cho CBNV: Yoga, bóng đá, thư viện đọc sách...
Địa điểm làm việc
- Hà Nội: Tây Hà Tower, 19 Tố Hữu, Nam Từ Liêm
Thời gian làm việc
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm Ứng tuyển ngay dưới đây."
Nhân Viên Quay Dựng,"Mô tả công việc
1. Setup bối cảnh quay.
2. Follow theo kịch bản quay và kịch bản chi tiết của content để xây dựng video.
3. Kết hợp với team lên ý tưởng sáng tạo video sản phẩm để đăng tải lên các trang mạng xã hội: Facebook, Tik Tok, Youtube...
4. Thực hiện quay, dựng video sản phẩm, review sản phẩm phục vụ các hoạt động truyền thông, sự kiện trên Facebook, Youtube, Tiktok...
5. Cùng team marketing xây dựng các concept chụp hình và quay sản phẩm.
6. Hỗ trợ các hoạt động marketing tại các đại lý, sự kiện khi cần.
7. Dựng video theo yêu cầu kịch bản đã được phê duyệt.
8. Thực hiện các công việc khác được phân công từ cấp quản lý.
Yêu cầu ứng viên
1. Sử dụng thành thạo phần mềm Adobe Premiere
2. Sử dụng được Photoshop hoặc Adobe Illustrator
3. Có trách nhiệm trong công việc, kinh nghiệm quay dựng
4. Sử dụng thành thạo các Tool AI hỗ trợ công việc quay dựng
5. Năng động, nhiệt tình, chủ động trong công việc.
6. Tác phong nhanh nhẹn, làm việc nghiêm túc chuyên nghiệp có thể làm việc ngoài giờ.
Quyền lợi
1. Lương: Thỏa thuận
2. Thưởng lương tháng 13, Lễ Tết, Teambuilding, Nghỉ mát...
3. Làm việc trong môi trường năng động, vui vẻ
4. Cung cấp trang thiết bị để phục vụ công việc.
5. Được hưởng các chính sách phúc lợi theo quy định công ty.
6. Được đào tạo, nâng cao nghiệp vụ thường xuyên.
7. Đóng BHXH-BHYT-BNTN Đầy đủ.
Địa điểm làm việc
- Hà Nội: Mandarin Garden 2, 99 Tân Mai, Hoàng Mai, Hà Nội, Hoàng Mai
Thời gian làm việc
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Làm việc Sáng Thứ 7 Cách Tuần
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm Ứng tuyển ngay dưới đây."
Lập Trình Viên C#,"Mô tả công việc
Chúng tôi đang tìm kiếm một nhà phát triển C# để làm việc trong nhóm phát triển phần mềm. Bạn sẽ phối hợp với các thành viên trong nhóm và báo cáo trực tiếp với kỹ sư cao cấp. Trách nhiệm chính bao gồm phát triển tính năng mới, tham gia vào toàn bộ quy trình phát triển phần mềm và đóng góp ý tưởng để cải thiện dự án.
Nhiệm vụ chính:
Phối hợp với nhóm để xây dựng các hệ thống phân tán, hiệu năng cao và quy mô lớn.
Phát triển tính năng mới từ giai đoạn thiết kế đến triển khai và kiểm thử.
Tham gia vào toàn bộ vòng đời phát triển phần mềm.
Nghiên cứu và áp dụng các công nghệ mới để cải thiện sản phẩm.
Tuân thủ các quy trình phát triển phần mềm.
Góp ý và đề xuất ý tưởng cải tiến quy trình phát triển.
Phát triển phần mềm AI
Phát triển Web, App
Hãy gia nhập đội ngũ của chúng tôi và cùng tạo ra những sản phẩm chất lượng!
Yêu cầu ứng viên
Có ít nhất 2 năm kinh nghiệm phát triển phần mềm với C#.
Có tiếng Nhật là một lợi thế.
Thành thạo các framework C#: .NET, .NET Core, ASP.NET, RESTful API, Entity Framework...
Quen thuộc với các công nghệ front-end (ví dụ: Angular, ReactJS).
Có kinh nghiệm làm việc với cơ sở dữ liệu: MS SQL Server, MySQL, PostgreSQL...
Có kiến thức về các dịch vụ đám mây như AWS/Azure là một lợi thế.
Nắm vững kiến thức về phân tích và thiết kế hướng đối tượng (OOAD), các mẫu thiết kế (Design Patterns), UML và thiết kế cơ sở dữ liệu.
Tư duy logic, khả năng giải quyết vấn đề, tinh thần học hỏi và làm việc nhóm tốt.
Quyền lợi
Lương cơ 12-24 Triệu thỏa thuận theo năng lực
Làm việc với các kỹ sư cao cấp về AI, Embeded
Đi công tác ngắn hạn Nhật
Làm việc với môi trường chuyên nghiệp của Nhật
Đi công tác ngắn hạn Nhật
Được Onsite dài hạn tại Nhật nếu có mong muốn
Được tham gia BHXH theo quy định của Nhà Nước
Lương + Thưởng tháng 13
Địa điểm làm việc
- Đà Nẵng: 167 Phan Châu Trinh, Hải Châu
Thời gian làm việc
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm Ứng tuyển ngay dưới đây."
Scrum Master,"Mô tả công việc
Huấn luyện đội nhóm áp dụng thành thục và nhuần nhuyễn triết lý Agile và các Agile Framework qua đó giúp hoàn thành các mục tiêu của Công ty
Tham gia vào quá trình Business Agility: tổ chức các Workshop, xây dựng các khóa đào tạo về Agile...
Giúp Scrum team members hiểu rõ, tôn trọng và thực hành các giá trị Scrum: Tôn trọng, Cởi mở, Can đảm, Tập trung, Cam kết
Đánh giá sự trưởng thành của đội ngũ: Cycle time, lead time, Velocity, thực hành sự kiện của Agile, Scrum
Đo lường năng suất/Velocity các team khi áp dụng Agile
Kết nối giữa các team liên quan để điều phối/giải quyết vấn đề, tạo điều kiện để team hoàn thành Sprint
Tổ chức và theo dõi Program Increment Planning cho các team
Yêu cầu ứng viên
Có kinh nghiệm triển khai áp dụng Scrum tối thiểu 5 năm
Có chứng chỉ Scrum Master (PSM, CSM)
Thái độ: sự nhiệt tình, cẩn trọng và trách nhiệm với công việc
Giao tiếp: trình bày và thuyết phục tốt dựa trên bằng chứng
Sử dụng thành thạo Jira, Confluence
Có kinh nghiệm về các kỹ thuật estimate theo Story Point, theo giờ
Các chỉ số của Agile team: Velocity, Effort hours, burndown chart
Kỹ năng của 1 Scrum Master: Facilitate, training, coaching, remove impediment...
Kỹ thuật build team, xây dựng working agreement, DoD....
Lập kế hoạch, quản trị rủi ro, giải quyết vấn đề
Quyền lợi
Trợ cấp ăn trưa bằng coupon (giá trị 40k/ngày) qua ví điện tử của công ty tại canteen Funtime, Vé gửi xe free
Thưởng Wow Award, Supper Funner hàng tháng/quý (giải thưởng cho cá nhân/team xuất sắc)
Thưởng cuối năm, thưởng quý (theo tình hình kinh doanh của công ty và kết quả công việc)
Chế độ khác: BHXH, BHYT, BHTN theo luật lao động. Bảo hiểm sức khỏe (cấp Lead trở lên, hỗ trợ mua kèm người nhà)
Du lịch khám phá các vùng đất mới, Teambuilding gắn kết đội ngũ 2 lần/năm cùng toàn thể CBNV công ty
Khám sức khỏe định kỳ, Đào tạo và các chương trình văn hóa nội bộ v.v... do công ty tổ chức
Nghỉ phép 12 ngày/năm
Thời gian làm việc: Thứ 2 - thứ 6 (9h - 18h00)
Ngoài ra công ty còn có các CLB chăm lo sức khỏe thể chất tinh thần cho CBNV: Yoga, bóng đá, thư viện đọc sách...
Địa điểm làm việc
- Hà Nội: Tây Hà Tower, 19 Tố Hữu, Nam Từ Liêm
Thời gian làm việc
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm Ứng tuyển ngay dưới đây."
